"id","X","tag_plate","location","value","PID","timepoint","PID_timepoint","empty_well"
"Plate_5_H2",399,"Plate_5","H2","61217_001_C7_D1_H2","61217_001","C7_D1","61217_001_C7_D1",TRUE
"Plate_5_H3",407,"Plate_5","H3","61217_001_C7_D1_H3","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_H4",415,"Plate_5","H4","61217_001_C7_D1_H4","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_H5",423,"Plate_5","H5","61217_001_C7_D1_H5","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_H6",431,"Plate_5","H6","61217_001_C7_D1_H6","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_H7",439,"Plate_5","H7","61217_001_C7_D1_H7","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_H8",447,"Plate_5","H8","61217_001_C7_D1_H8","61217_001","C7_D1","61217_001_C7_D1",FALSE
"Plate_5_H9",455,"Plate_5","H9","61217_001_C7_D1_H9","61217_001","C7_D1","61217_001_C7_D1",TRUE
"Plate_6_A10",552,"Plate_6","A10","61213_011_C7_D1_A6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_A11",560,"Plate_6","A11","61213_011_C7_D1_A7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_A1",480,"Plate_6","A1","61289_003_C12_D29_A1","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_A2",488,"Plate_6","A2","61289_003_C12_D29_A2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_A3",496,"Plate_6","A3","61289_003_C12_D29_A3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_A4",504,"Plate_6","A4","61289_003_C12_D29_A4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_A5",512,"Plate_6","A5","61289_003_C12_D29_A5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_A6",520,"Plate_6","A6","61289_003_C12_D29_A6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_A7",528,"Plate_6","A7","61289_003_C12_D29_A7","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_A8",536,"Plate_6","A8","61213_011_C7_D1_A4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_A9",544,"Plate_6","A9","61213_011_C7_D1_A5","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_B10",553,"Plate_6","B10","61213_011_C7_D1_B6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_B11",561,"Plate_6","B11","61213_011_C7_D1_B7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_B1",481,"Plate_6","B1","61289_003_C12_D29_B1","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B2",489,"Plate_6","B2","61289_003_C12_D29_B2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B3",497,"Plate_6","B3","61289_003_C12_D29_B3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B4",505,"Plate_6","B4","61289_003_C12_D29_B4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B5",513,"Plate_6","B5","61289_003_C12_D29_B5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B6",521,"Plate_6","B6","61289_003_C12_D29_B6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B7",529,"Plate_6","B7","61289_003_C12_D29_B7","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_B8",537,"Plate_6","B8","61213_011_C7_D1_B4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_B9",545,"Plate_6","B9","61213_011_C7_D1_B5","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_C10",554,"Plate_6","C10","61213_011_C7_D1_C6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_C11",562,"Plate_6","C11","61213_011_C7_D1_C7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_C1",482,"Plate_6","C1","61289_003_C12_D29_C1","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_C2",490,"Plate_6","C2","61289_003_C12_D29_C2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_C3",498,"Plate_6","C3","61289_003_C12_D29_C3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_C4",506,"Plate_6","C4","61289_003_C12_D29_C4","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_C5",514,"Plate_6","C5","61289_003_C12_D29_C5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_C6",522,"Plate_6","C6","61289_003_C12_D29_C6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_C7",530,"Plate_6","C7","61289_003_C12_D29_C7","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_C8",538,"Plate_6","C8","61213_011_C7_D1_C4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_C9",546,"Plate_6","C9","61213_011_C7_D1_C5","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_D10",555,"Plate_6","D10","61213_011_C7_D1_D6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_D11",563,"Plate_6","D11","61213_011_C7_D1_D7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_D1",483,"Plate_6","D1","61289_003_C12_D29_D1","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_D2",491,"Plate_6","D2","61289_003_C12_D29_D2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_D3",499,"Plate_6","D3","61289_003_C12_D29_D3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_D4",507,"Plate_6","D4","61289_003_C12_D29_D4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_D5",515,"Plate_6","D5","61289_003_C12_D29_D5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_D6",523,"Plate_6","D6","61289_003_C12_D29_D6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_D7",531,"Plate_6","D7","61289_003_C12_D29_D7","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_D8",539,"Plate_6","D8","61213_011_C7_D1_D4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_D9",547,"Plate_6","D9","61213_011_C7_D1_D5","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_E10",556,"Plate_6","E10","61213_011_C7_D1_E6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_E11",564,"Plate_6","E11","61213_011_C7_D1_E7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_E1",484,"Plate_6","E1","61289_003_C12_D29_E1","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_E2",492,"Plate_6","E2","61289_003_C12_D29_E2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_E3",500,"Plate_6","E3","61289_003_C12_D29_E3","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_E4",508,"Plate_6","E4","61289_003_C12_D29_E4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_E5",516,"Plate_6","E5","61289_003_C12_D29_E5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_E6",524,"Plate_6","E6","61289_003_C12_D29_E6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_E7",532,"Plate_6","E7","61289_003_C12_D29_E7","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_E8",540,"Plate_6","E8","61213_011_C7_D1_E4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_E9",548,"Plate_6","E9","61213_011_C7_D1_E5","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_F10",557,"Plate_6","F10","61213_011_C7_D1_F6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_F11",565,"Plate_6","F11","61213_011_C7_D1_F7","61213_011","C7_D1","61213_011_C7_D1",TRUE
"Plate_6_F1",485,"Plate_6","F1","61289_003_C12_D29_F1","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_F2",493,"Plate_6","F2","61289_003_C12_D29_F2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_F3",501,"Plate_6","F3","61289_003_C12_D29_F3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_F4",509,"Plate_6","F4","61289_003_C12_D29_F4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_F5",517,"Plate_6","F5","61289_003_C12_D29_F5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_F6",525,"Plate_6","F6","61289_003_C12_D29_F6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_F7",533,"Plate_6","F7","61289_003_C12_D29_F7","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_F8",541,"Plate_6","F8","61213_011_C7_D1_F4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_G10",558,"Plate_6","G10","61213_011_C7_D1_G6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_G11",566,"Plate_6","G11","61213_011_C7_D1_G7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_G1",486,"Plate_6","G1","61289_003_C12_D29_G1","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_G2",494,"Plate_6","G2","61289_003_C12_D29_G2","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_G3",502,"Plate_6","G3","61289_003_C12_D29_G3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_G4",510,"Plate_6","G4","61289_003_C12_D29_G4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_G5",518,"Plate_6","G5","61289_003_C12_D29_G5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_G6",526,"Plate_6","G6","61289_003_C12_D29_G6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_G7",534,"Plate_6","G7","61289_003_C12_D29_G7","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_6_G8",542,"Plate_6","G8","61213_011_C7_D1_G4","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_G9",550,"Plate_6","G9","61213_011_C7_D1_G5","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_H10",559,"Plate_6","H10","61213_011_C7_D1_H6","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_H11",567,"Plate_6","H11","61213_011_C7_D1_H7","61213_011","C7_D1","61213_011_C7_D1",FALSE
"Plate_6_H2",495,"Plate_6","H2","61289_003_C12_D29_H2","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_H3",503,"Plate_6","H3","61289_003_C12_D29_H3","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_H4",511,"Plate_6","H4","61289_003_C12_D29_H4","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_H5",519,"Plate_6","H5","61289_003_C12_D29_H5","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_H6",527,"Plate_6","H6","61289_003_C12_D29_H6","61289_003","C12_D29","61289_003_C12_D29",FALSE
"Plate_6_H7",535,"Plate_6","H7","61289_003_C12_D29_H7","61289_003","C12_D29","61289_003_C12_D29",TRUE
"Plate_7_A10",648,"Plate_7","A10","61213_011_C12_D29_A10","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_A11",656,"Plate_7","A11","2023_12_07_61289_003_C7_D1_A1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_A12",664,"Plate_7","A12","61213_011_C1_D8_A4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_A1",576,"Plate_7","A1","61213_011_C12_D29_A1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A2",584,"Plate_7","A2","61213_011_C12_D29_A2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A3",592,"Plate_7","A3","61213_011_C12_D29_A3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A4",600,"Plate_7","A4","61213_011_C12_D29_A4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A5",608,"Plate_7","A5","61213_011_C12_D29_A5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A6",616,"Plate_7","A6","61213_011_C12_D29_A6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A7",624,"Plate_7","A7","61213_011_C12_D29_A7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A8",632,"Plate_7","A8","61213_011_C12_D29_A8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_A9",640,"Plate_7","A9","61213_011_C12_D29_A9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B10",649,"Plate_7","B10","61213_011_C12_D29_B10","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_B11",657,"Plate_7","B11","2023_12_07_61289_003_C7_D1_B1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_B12",665,"Plate_7","B12","61213_011_C1_D8_B4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_B1",577,"Plate_7","B1","61213_011_C12_D29_B1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B2",585,"Plate_7","B2","61213_011_C12_D29_B2","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_B3",593,"Plate_7","B3","61213_011_C12_D29_B3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B4",601,"Plate_7","B4","61213_011_C12_D29_B4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B5",609,"Plate_7","B5","61213_011_C12_D29_B5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B6",617,"Plate_7","B6","61213_011_C12_D29_B6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B7",625,"Plate_7","B7","61213_011_C12_D29_B7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B8",633,"Plate_7","B8","61213_011_C12_D29_B8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_B9",641,"Plate_7","B9","61213_011_C12_D29_B9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C10",650,"Plate_7","C10","61213_011_C12_D29_C10","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_C11",658,"Plate_7","C11","2023_12_07_61289_003_C7_D1_C1","61289_003","C7_D1","61289_003_C7_D1",TRUE
"Plate_7_C12",666,"Plate_7","C12","61213_011_C1_D8_C4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_C1",578,"Plate_7","C1","61213_011_C12_D29_C1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C2",586,"Plate_7","C2","61213_011_C12_D29_C2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C3",594,"Plate_7","C3","61213_011_C12_D29_C3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C4",602,"Plate_7","C4","61213_011_C12_D29_C4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C5",610,"Plate_7","C5","61213_011_C12_D29_C5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C6",618,"Plate_7","C6","61213_011_C12_D29_C6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C7",626,"Plate_7","C7","61213_011_C12_D29_C7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C8",634,"Plate_7","C8","61213_011_C12_D29_C8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_C9",642,"Plate_7","C9","61213_011_C12_D29_C9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D10",651,"Plate_7","D10","61213_011_C12_D29_D10","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_D11",659,"Plate_7","D11","2023_12_07_61289_003_C7_D1_D1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_D12",667,"Plate_7","D12","61213_011_C1_D8_D4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_D1",579,"Plate_7","D1","61213_011_C12_D29_D1","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_D2",587,"Plate_7","D2","61213_011_C12_D29_D2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D3",595,"Plate_7","D3","61213_011_C12_D29_D3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D4",603,"Plate_7","D4","61213_011_C12_D29_D4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D5",611,"Plate_7","D5","61213_011_C12_D29_D5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D6",619,"Plate_7","D6","61213_011_C12_D29_D6","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_D7",627,"Plate_7","D7","61213_011_C12_D29_D7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D8",635,"Plate_7","D8","61213_011_C12_D29_D8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_D9",643,"Plate_7","D9","61213_011_C12_D29_D9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E10",652,"Plate_7","E10","61213_011_C12_D29_E10","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_E11",660,"Plate_7","E11","2023_12_07_61289_003_C7_D1_E1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_E12",668,"Plate_7","E12","61213_011_C1_D8_E4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_E1",580,"Plate_7","E1","61213_011_C12_D29_E1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E2",588,"Plate_7","E2","61213_011_C12_D29_E2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E3",596,"Plate_7","E3","61213_011_C12_D29_E3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E4",604,"Plate_7","E4","61213_011_C12_D29_E4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E5",612,"Plate_7","E5","61213_011_C12_D29_E5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E6",620,"Plate_7","E6","61213_011_C12_D29_E6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E7",628,"Plate_7","E7","61213_011_C12_D29_E7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E8",636,"Plate_7","E8","61213_011_C12_D29_E8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_E9",644,"Plate_7","E9","61213_011_C12_D29_E9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F10",653,"Plate_7","F10","61213_011_C12_D29_F10","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_F11",661,"Plate_7","F11","2023_12_07_61289_003_C7_D1_F1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_F12",669,"Plate_7","F12","61213_011_C1_D8_F4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_F1",581,"Plate_7","F1","61213_011_C12_D29_F1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F2",589,"Plate_7","F2","61213_011_C12_D29_F2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F3",597,"Plate_7","F3","61213_011_C12_D29_F3","61213_011","C12_D29","61213_011_C12_D29",TRUE
"Plate_7_F4",605,"Plate_7","F4","61213_011_C12_D29_F4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F5",613,"Plate_7","F5","61213_011_C12_D29_F5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F6",621,"Plate_7","F6","61213_011_C12_D29_F6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F7",629,"Plate_7","F7","61213_011_C12_D29_F7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F8",637,"Plate_7","F8","61213_011_C12_D29_F8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_F9",645,"Plate_7","F9","61213_011_C12_D29_F9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G10",654,"Plate_7","G10","61213_011_C12_D29_G10","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G11",662,"Plate_7","G11","2023_12_07_61289_003_C7_D1_G1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_G12",670,"Plate_7","G12","61213_011_C1_D8_G4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_G1",582,"Plate_7","G1","61213_011_C12_D29_G1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G2",590,"Plate_7","G2","61213_011_C12_D29_G2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G3",598,"Plate_7","G3","61213_011_C12_D29_G3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G4",606,"Plate_7","G4","61213_011_C12_D29_G4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G5",614,"Plate_7","G5","61213_011_C12_D29_G5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G6",622,"Plate_7","G6","61213_011_C12_D29_G6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G7",630,"Plate_7","G7","61213_011_C12_D29_G7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G8",638,"Plate_7","G8","61213_011_C12_D29_G8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_G9",646,"Plate_7","G9","61213_011_C12_D29_G9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H10",655,"Plate_7","H10","61213_011_C12_D29_H10","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H11",663,"Plate_7","H11","2023_12_07_61289_003_C7_D1_H1","61289_003","C7_D1","61289_003_C7_D1",FALSE
"Plate_7_H12",671,"Plate_7","H12","61213_011_C1_D8_H4","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_7_H1",583,"Plate_7","H1","61213_011_C12_D29_H1","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H2",591,"Plate_7","H2","61213_011_C12_D29_H2","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H3",599,"Plate_7","H3","61213_011_C12_D29_H3","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H4",607,"Plate_7","H4","61213_011_C12_D29_H4","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H5",615,"Plate_7","H5","61213_011_C12_D29_H5","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H6",623,"Plate_7","H6","61213_011_C12_D29_H6","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H7",631,"Plate_7","H7","61213_011_C12_D29_H7","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H8",639,"Plate_7","H8","61213_011_C12_D29_H8","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_7_H9",647,"Plate_7","H9","61213_011_C12_D29_H9","61213_011","C12_D29","61213_011_C12_D29",FALSE
"Plate_8_A10",744,"Plate_8","A10","61213_011_C1_D8_A8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_A11",752,"Plate_8","A11","61213_011_C1_D8_A9","61213_011","C1_D8","61213_011_C1_D8",TRUE
"Plate_8_A12",760,"Plate_8","A12","61213_011_C1_D8_A1","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_A1",672,"Plate_8","A1","61289_003_C1_D1_A1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_A2",680,"Plate_8","A2","61289_003_C1_D1_A2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_A3",688,"Plate_8","A3","61289_003_C1_D1_A3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_A4",696,"Plate_8","A4","61289_003_C1_D1_A4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_A5",704,"Plate_8","A5","61289_003_C1_D1_A5","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_A6",712,"Plate_8","A6","61289_003_C1_D1_A6","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_A7",720,"Plate_8","A7","61213_011_C1_D8_A5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_A8",728,"Plate_8","A8","61213_011_C1_D8_A6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_A9",736,"Plate_8","A9","61213_011_C1_D8_A7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_B10",745,"Plate_8","B10","61213_011_C1_D8_B8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_B11",753,"Plate_8","B11","61213_011_C1_D8_B9","61213_011","C1_D8","61213_011_C1_D8",TRUE
"Plate_8_B12",761,"Plate_8","B12","61213_011_C1_D8_A2","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_B1",673,"Plate_8","B1","61289_003_C1_D1_B1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_B2",681,"Plate_8","B2","61289_003_C1_D1_B2","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_B3",689,"Plate_8","B3","61289_003_C1_D1_B3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_B4",697,"Plate_8","B4","61289_003_C1_D1_B4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_B5",705,"Plate_8","B5","61289_003_C1_D1_B5","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_B6",713,"Plate_8","B6","61289_003_C1_D1_B6","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_B7",721,"Plate_8","B7","61213_011_C1_D8_B5","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_B8",729,"Plate_8","B8","61213_011_C1_D8_B6","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_B9",737,"Plate_8","B9","61213_011_C1_D8_B7","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_C10",746,"Plate_8","C10","61213_011_C1_D8_C8","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_C11",754,"Plate_8","C11","61213_011_C1_D8_C9","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_C12",762,"Plate_8","C12","61213_011_C1_D8_A3","61213_011","C1_D8","61213_011_C1_D8",FALSE
"Plate_8_C1",674,"Plate_8","C1","61289_003_C1_D1_C1","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_C2",682,"Plate_8","C2","61289_003_C1_D1_C2","61289_003","C1_D1","61289_003_C1_D1",TRUE
"Plate_8_C3",690,"Plate_8","C3","61289_003_C1_D1_C3","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_C4",698,"Plate_8","C4","61289_003_C1_D1_C4","61289_003","C1_D1","61289_003_C1_D1",FALSE
"Plate_8_C5",706,"Plate_8","C5","61289_003_C1_D1_C5","61289_003","C1_D1","61289_003_C1_D1",FALSE
