Sample	Top over-represented sequence	Sum of remaining over-represented sequences
qc | fastqc-novaseq | Plate_1_H10_22NG7YLT3_S635_L008_R1_001	6.576675383297606	35.37804043489495
qc | fastqc-novaseq | Plate_1_H10_22NG7YLT3_S635_L008_R2_001	6.038268577980612	36.12129562068606
qc | fastqc-novaseq | Plate_1_H11_22NG7YLT3_S699_L008_R1_001	6.034749453321452	38.61586544436308
qc | fastqc-novaseq | Plate_1_H11_22NG7YLT3_S699_L008_R2_001	5.556025627126891	42.67953135039517
qc | fastqc-novaseq | Plate_1_H12_22NG7YLT3_S763_L008_R1_001	5.759793602988006	37.75327353001502
qc | fastqc-novaseq | Plate_1_H12_22NG7YLT3_S763_L008_R2_001	7.165711324848603	45.37387868778136
qc | fastqc-novaseq | Plate_1_H1_22NG7YLT3_S8_L008_R1_001	6.195239123209189	42.186049061633724
qc | fastqc-novaseq | Plate_1_H1_22NG7YLT3_S8_L008_R2_001	5.812319890898001	43.0375517840438
qc | fastqc-novaseq | Plate_1_H2_22NG7YLT3_S80_L008_R1_001	6.404999319100002	38.649397025223585
qc | fastqc-novaseq | Plate_1_H2_22NG7YLT3_S80_L008_R2_001	5.830773653709391	37.582653694260806
qc | fastqc-novaseq | Plate_1_H3_22NG7YLT3_S152_L008_R1_001	6.047120246062862	41.282028434517414
qc | fastqc-novaseq | Plate_1_H3_22NG7YLT3_S152_L008_R2_001	5.4808060406848575	41.00910194975778
qc | fastqc-novaseq | Plate_1_H4_22NG7YLT3_S224_L008_R1_001	3.8913274818034695	47.57792247187513
qc | fastqc-novaseq | Plate_1_H4_22NG7YLT3_S224_L008_R2_001	5.626782145018028	48.13263176190292
qc | fastqc-novaseq | Plate_1_H5_22NG7YLT3_S296_L008_R1_001	6.21740304404053	42.171223727031126
qc | fastqc-novaseq | Plate_1_H5_22NG7YLT3_S296_L008_R2_001	6.12254323759717	41.305050662952794
qc | fastqc-novaseq | Plate_1_H6_22NG7YLT3_S368_L008_R1_001	6.960067884906487	32.692612543166284
qc | fastqc-novaseq | Plate_1_H6_22NG7YLT3_S368_L008_R2_001	6.385657137706273	33.58966309317699
qc | fastqc-novaseq | Plate_1_H7_22NG7YLT3_S440_L008_R1_001	4.356289752411337	33.79183085834793
qc | fastqc-novaseq | Plate_1_H7_22NG7YLT3_S440_L008_R2_001	6.595605182937132	28.882640405009905
qc | fastqc-novaseq | Plate_1_H8_22NG7YLT3_S507_L008_R1_001	6.972317479250534	27.582625118035914
qc | fastqc-novaseq | Plate_1_H8_22NG7YLT3_S507_L008_R2_001	6.185577257591571	27.105511654490346
qc | fastqc-novaseq | Plate_1_H9_22NG7YLT3_S571_L008_R1_001	5.287505624652269	45.38401689944783
qc | fastqc-novaseq | Plate_1_H9_22NG7YLT3_S571_L008_R2_001	5.457298083295836	45.278727842194996
qc | fastqc-novaseq | Plate_2_A10_22NG7YLT3_S636_L008_R1_001	10.58687120941848	27.712596892939384
qc | fastqc-novaseq | Plate_2_A10_22NG7YLT3_S636_L008_R2_001	9.067800732980897	29.72464567184509
qc | fastqc-novaseq | Plate_2_A11_22NG7YLT3_S700_L008_R1_001	11.064175467099918	26.620227457351742
qc | fastqc-novaseq | Plate_2_A11_22NG7YLT3_S700_L008_R2_001	10.194151096669374	28.452071486596267
qc | fastqc-novaseq | Plate_2_A12_22NG7YLT3_S764_L008_R1_001	11.309948483789862	26.999020847581917
qc | fastqc-novaseq | Plate_2_A12_22NG7YLT3_S764_L008_R2_001	10.481851237717542	26.471557836417567
qc | fastqc-novaseq | Plate_2_A1_22NG7YLT3_S9_L008_R1_001	11.182891978627525	27.301369461796924
qc | fastqc-novaseq | Plate_2_A1_22NG7YLT3_S9_L008_R2_001	10.376612454445416	28.228988405809226
qc | fastqc-novaseq | Plate_2_A2_22NG7YLT3_S81_L008_R1_001	9.881715747373269	26.350908280898807
qc | fastqc-novaseq | Plate_2_A2_22NG7YLT3_S81_L008_R2_001	8.937644226196733	26.704309391158937
qc | fastqc-novaseq | Plate_2_A3_22NG7YLT3_S153_L008_R1_001	10.994639714548654	27.571161018454262
qc | fastqc-novaseq | Plate_2_A3_22NG7YLT3_S153_L008_R2_001	9.983531653131408	26.937048936822897
qc | fastqc-novaseq | Plate_2_A4_22NG7YLT3_S225_L008_R1_001	5.24112452849732	34.148159017605664
qc | fastqc-novaseq | Plate_2_A4_22NG7YLT3_S225_L008_R2_001	9.405021881177008	36.69966825776342
qc | fastqc-novaseq | Plate_2_A5_22NG7YLT3_S297_L008_R1_001	10.708090814477893	29.237724461869753
qc | fastqc-novaseq | Plate_2_A5_22NG7YLT3_S297_L008_R2_001	10.399722468488608	24.384777616863342
qc | fastqc-novaseq | Plate_2_A6_22NG7YLT3_S369_L008_R1_001	11.005931248798028	26.549893616047036
qc | fastqc-novaseq | Plate_2_A6_22NG7YLT3_S369_L008_R2_001	10.072438771990342	39.912450738277144
qc | fastqc-novaseq | Plate_2_A7_22NG7YLT3_S441_L008_R1_001	5.207932758336538	29.572048563423593
qc | fastqc-novaseq | Plate_2_A7_22NG7YLT3_S441_L008_R2_001	7.931973536544213	29.910297360717614
qc | fastqc-novaseq | Plate_2_A8_22NG7YLT3_S508_L008_R1_001	8.430960449704857	25.19634363404161
qc | fastqc-novaseq | Plate_2_A8_22NG7YLT3_S508_L008_R2_001	7.498768138531621	19.128546001226837
qc | fastqc-novaseq | Plate_2_A9_22NG7YLT3_S572_L008_R1_001	10.193424293084542	28.070790415071286
qc | fastqc-novaseq | Plate_2_A9_22NG7YLT3_S572_L008_R2_001	7.341045138327132	27.885185784393038
qc | fastqc-novaseq | Plate_2_B10_22NG7YLT3_S637_L008_R1_001	10.07395706182236	25.683923314425236
qc | fastqc-novaseq | Plate_2_B10_22NG7YLT3_S637_L008_R2_001	9.105642687892992	26.41169773000033
qc | fastqc-novaseq | Plate_2_B11_22NG7YLT3_S701_L008_R1_001	12.106099575518057	28.717702081982857
qc | fastqc-novaseq | Plate_2_B11_22NG7YLT3_S701_L008_R2_001	11.10100439816267	31.893300991851895
qc | fastqc-novaseq | Plate_2_B12_22NG7YLT3_S765_L008_R1_001	10.952422396286627	31.68726428778649
qc | fastqc-novaseq | Plate_2_B12_22NG7YLT3_S765_L008_R2_001	10.194081810269799	40.38584276182188
qc | fastqc-novaseq | Plate_2_B1_22NG7YLT3_S10_L008_R1_001	12.13919304461662	26.64155158552291
qc | fastqc-novaseq | Plate_2_B1_22NG7YLT3_S10_L008_R2_001	11.161981601246506	29.844613775586442
qc | fastqc-novaseq | Plate_2_B2_22NG7YLT3_S82_L008_R1_001	8.922217700177702	26.82588740646421
qc | fastqc-novaseq | Plate_2_B2_22NG7YLT3_S82_L008_R2_001	7.911607909190183	36.473826092913235
qc | fastqc-novaseq | Plate_2_B3_22NG7YLT3_S154_L008_R1_001	11.792103169902008	25.06473505170343
qc | fastqc-novaseq | Plate_2_B3_22NG7YLT3_S154_L008_R2_001	10.772928055240577	26.926058185387618
qc | fastqc-novaseq | Plate_2_B4_22NG7YLT3_S226_L008_R1_001	5.982182940944726	32.13148097813641
qc | fastqc-novaseq | Plate_2_B4_22NG7YLT3_S226_L008_R2_001	10.076380638836547	34.18621483696201
qc | fastqc-novaseq | Plate_2_B5_22NG7YLT3_S298_L008_R1_001	11.442404899742954	26.95991984876442
qc | fastqc-novaseq | Plate_2_B5_22NG7YLT3_S298_L008_R2_001	11.13594429307789	23.324553569404706
qc | fastqc-novaseq | Plate_2_B6_22NG7YLT3_S370_L008_R1_001	13.150942995346993	26.37306213216808
qc | fastqc-novaseq | Plate_2_B6_22NG7YLT3_S370_L008_R2_001	11.874729991005601	30.642922400300293
qc | fastqc-novaseq | Plate_2_B7_22NG7YLT3_S442_L008_R1_001	5.863016309094663	27.042606914293877
qc | fastqc-novaseq | Plate_2_B7_22NG7YLT3_S442_L008_R2_001	8.734973241650918	18.776103285639408
qc | fastqc-novaseq | Plate_2_B8_22NG7YLT3_S509_L008_R1_001	7.815558713898795	24.606473411815173
qc | fastqc-novaseq | Plate_2_B8_22NG7YLT3_S509_L008_R2_001	6.820010190126304	27.195569976669972
qc | fastqc-novaseq | Plate_2_B9_22NG7YLT3_S573_L008_R1_001	11.602176807642019	28.947463123423077
qc | fastqc-novaseq | Plate_2_B9_22NG7YLT3_S573_L008_R2_001	11.45183153332187	30.552878752134205
qc | fastqc-novaseq | Plate_2_C10_22NG7YLT3_S638_L008_R1_001	10.257828430961759	26.42699516746277
qc | fastqc-novaseq | Plate_2_C10_22NG7YLT3_S638_L008_R2_001	9.2902036369731	29.87401882734154
qc | fastqc-novaseq | Plate_2_C11_22NG7YLT3_S702_L008_R1_001	10.1772774182283	33.54906301978283
qc | fastqc-novaseq | Plate_2_C11_22NG7YLT3_S702_L008_R2_001	9.353460144481431	40.77537323623632
qc | fastqc-novaseq | Plate_2_C12_22NG7YLT3_S766_L008_R1_001	5.668441678107411	25.806248681693198
qc | fastqc-novaseq | Plate_2_C12_22NG7YLT3_S766_L008_R2_001	5.285438862019073	25.885809653151163
qc | fastqc-novaseq | Plate_2_C1_22NG7YLT3_S11_L008_R1_001	11.175264407511332	32.38668249514353
qc | fastqc-novaseq | Plate_2_C1_22NG7YLT3_S11_L008_R2_001	10.311083531189293	39.126645801856256
qc | fastqc-novaseq | Plate_2_C2_22NG7YLT3_S83_L008_R1_001	9.597466096743442	26.61905347642917
qc | fastqc-novaseq | Plate_2_C2_22NG7YLT3_S83_L008_R2_001	8.45198191826317	22.35154832559426
qc | fastqc-novaseq | Plate_2_C3_22NG7YLT3_S155_L008_R1_001	12.887069288000333	28.742258614239987
qc | fastqc-novaseq | Plate_2_C3_22NG7YLT3_S155_L008_R2_001	11.628080967621264	30.859969242279412
qc | fastqc-novaseq | Plate_2_C4_22NG7YLT3_S227_L008_R1_001	5.8470631549881	34.13630327017397
qc | fastqc-novaseq | Plate_2_C4_22NG7YLT3_S227_L008_R2_001	10.21025364557994	35.02945391908063
qc | fastqc-novaseq | Plate_2_C5_22NG7YLT3_S299_L008_R1_001	11.515382055061576	27.879796490894417
qc | fastqc-novaseq | Plate_2_C5_22NG7YLT3_S299_L008_R2_001	11.19585373971756	25.242736912177254
qc | fastqc-novaseq | Plate_2_C6_22NG7YLT3_S371_L008_R1_001	12.607335572615707	28.50338364576707
qc | fastqc-novaseq | Plate_2_C6_22NG7YLT3_S371_L008_R2_001	11.53834743597773	33.317950628108804
qc | fastqc-novaseq | Plate_2_C7_22NG7YLT3_S443_L008_R1_001	9.027881657420474	28.662109692566837
qc | fastqc-novaseq | Plate_2_C7_22NG7YLT3_S443_L008_R2_001	15.766436650038699	29.59214865014274
qc | fastqc-novaseq | Plate_2_C8_22NG7YLT3_S510_L008_R1_001	7.848543234583409	24.8837036011965
qc | fastqc-novaseq | Plate_2_C8_22NG7YLT3_S510_L008_R2_001	6.81065775327067	20.789644564141312
qc | fastqc-novaseq | Plate_2_C9_22NG7YLT3_S574_L008_R1_001	11.275559079804372	27.46698690476734
qc | fastqc-novaseq | Plate_2_C9_22NG7YLT3_S574_L008_R2_001	11.380980973639943	28.683005532357633
qc | fastqc-novaseq | Plate_2_D10_22NG7YLT3_S639_L008_R1_001	9.569533101260449	26.689024907955577
qc | fastqc-novaseq | Plate_2_D10_22NG7YLT3_S639_L008_R2_001	8.767183556272528	30.687265064797714
qc | fastqc-novaseq | Plate_2_D11_22NG7YLT3_S703_L008_R1_001	9.968772687503492	29.647098791861342
qc | fastqc-novaseq | Plate_2_D11_22NG7YLT3_S703_L008_R2_001	9.167147564176549	36.09663247640499
qc | fastqc-novaseq | Plate_2_D12_22NG7YLT3_S767_L008_R1_001	10.495533749480849	31.59260108727321
qc | fastqc-novaseq | Plate_2_D12_22NG7YLT3_S767_L008_R2_001	9.791657626719399	33.30719497151642
qc | fastqc-novaseq | Plate_2_D1_22NG7YLT3_S12_L008_R1_001	8.617844199050305	33.28393133176251
qc | fastqc-novaseq | Plate_2_D1_22NG7YLT3_S12_L008_R2_001	9.547440627726777	46.28962100440208
qc | fastqc-novaseq | Plate_2_D2_22NG7YLT3_S84_L008_R1_001	8.651700742224854	26.49241837803377
qc | fastqc-novaseq | Plate_2_D2_22NG7YLT3_S84_L008_R2_001	7.805313965666409	26.572674286234673
qc | fastqc-novaseq | Plate_2_D3_22NG7YLT3_S156_L008_R1_001	9.117152183018241	30.533189387483937
qc | fastqc-novaseq | Plate_2_D3_22NG7YLT3_S156_L008_R2_001	8.258170973006543	42.29390228050667
qc | fastqc-novaseq | Plate_2_D4_22NG7YLT3_S228_L008_R1_001	5.673190242667382	33.719643971293436
qc | fastqc-novaseq | Plate_2_D4_22NG7YLT3_S228_L008_R2_001	9.557194570954062	33.18252650171351
qc | fastqc-novaseq | Plate_2_D5_22NG7YLT3_S300_L008_R1_001	10.675042000956262	27.80836158985133
qc | fastqc-novaseq | Plate_2_D5_22NG7YLT3_S300_L008_R2_001	10.428958069228104	24.957560391453292
qc | fastqc-novaseq | Plate_2_D6_22NG7YLT3_S372_L008_R1_001	10.695763413349386	29.980886447437737
qc | fastqc-novaseq | Plate_2_D6_22NG7YLT3_S372_L008_R2_001	9.762058845661825	36.68537888479194
qc | fastqc-novaseq | Plate_2_D7_22NG7YLT3_S444_L008_R1_001	5.884377432703732	28.0026221985496
qc | fastqc-novaseq | Plate_2_D7_22NG7YLT3_S444_L008_R2_001	9.055598803621912	25.43368705699185
qc | fastqc-novaseq | Plate_2_D8_22NG7YLT3_S511_L008_R1_001	6.843993321320527	26.028665421302357
qc | fastqc-novaseq | Plate_2_D8_22NG7YLT3_S511_L008_R2_001	6.088509034401811	25.06653882395728
qc | fastqc-novaseq | Plate_2_D9_22NG7YLT3_S575_L008_R1_001	9.18606818692375	28.223058135255393
qc | fastqc-novaseq | Plate_2_D9_22NG7YLT3_S575_L008_R2_001	9.260153236560734	30.41119592388837
qc | fastqc-novaseq | Plate_2_E10_22NG7YLT3_S640_L008_R1_001	10.872230940476625	27.1595927155943
qc | fastqc-novaseq | Plate_2_E10_22NG7YLT3_S640_L008_R2_001	10.145615123535636	29.694171745556737
qc | fastqc-novaseq | Plate_2_E11_22NG7YLT3_S704_L008_R1_001	12.054598604908312	26.66664459592331
qc | fastqc-novaseq | Plate_2_E11_22NG7YLT3_S704_L008_R2_001	11.143518319268752	28.99367342141766
qc | fastqc-novaseq | Plate_2_E12_22NG7YLT3_S768_L008_R1_001	10.869486567225891	31.714319678316315
qc | fastqc-novaseq | Plate_2_E12_22NG7YLT3_S768_L008_R2_001	10.28545291034825	37.3339638829452
qc | fastqc-novaseq | Plate_2_E1_22NG7YLT3_S13_L008_R1_001	11.040561133506976	29.452484139764707
qc | fastqc-novaseq | Plate_2_E1_22NG7YLT3_S13_L008_R2_001	10.352653819966063	37.87380980686729
qc | fastqc-novaseq | Plate_2_E2_22NG7YLT3_S85_L008_R1_001	9.4548405960759	26.5239660422254
qc | fastqc-novaseq | Plate_2_E2_22NG7YLT3_S85_L008_R2_001	8.672440563811982	29.623318747353366
qc | fastqc-novaseq | Plate_2_E3_22NG7YLT3_S157_L008_R1_001	10.826835557787836	31.65422238011528
qc | fastqc-novaseq | Plate_2_E3_22NG7YLT3_S157_L008_R2_001	9.982992468093013	41.46571032477651
qc | fastqc-novaseq | Plate_2_E4_22NG7YLT3_S229_L008_R1_001	5.761428743483423	32.9653653584763
qc | fastqc-novaseq | Plate_2_E4_22NG7YLT3_S229_L008_R2_001	10.497754684193321	34.27986442077734
qc | fastqc-novaseq | Plate_2_E5_22NG7YLT3_S301_L008_R1_001	6.50405552499444	17.915705942251186
qc | fastqc-novaseq | Plate_2_E5_22NG7YLT3_S301_L008_R2_001	6.471283605847447	26.743056449630735
qc | fastqc-novaseq | Plate_2_E6_22NG7YLT3_S373_L008_R1_001	11.655237397267445	28.466359061030058
qc | fastqc-novaseq | Plate_2_E6_22NG7YLT3_S373_L008_R2_001	10.826646525227899	30.522131901496394
qc | fastqc-novaseq | Plate_2_E7_22NG7YLT3_S445_L008_R1_001	5.780240215779242	29.068721999800207
qc | fastqc-novaseq | Plate_2_E7_22NG7YLT3_S445_L008_R2_001	9.08147818001583	22.26337669922311
qc | fastqc-novaseq | Plate_2_E8_22NG7YLT3_S512_L008_R1_001	7.495184528854303	27.07373449418293
qc | fastqc-novaseq | Plate_2_E8_22NG7YLT3_S512_L008_R2_001	6.7678557670082435	23.97873487942061
qc | fastqc-novaseq | Plate_2_E9_22NG7YLT3_S576_L008_R1_001	10.623531711052701	27.29332275035199
qc | fastqc-novaseq | Plate_2_E9_22NG7YLT3_S576_L008_R2_001	10.867232776397293	33.23348636111632
qc | fastqc-novaseq | Plate_2_F10_22NG7YLT3_S641_L008_R1_001	8.375442524735998	28.27757131972086
qc | fastqc-novaseq | Plate_2_F10_22NG7YLT3_S641_L008_R2_001	7.74002239099519	37.02326297866253
qc | fastqc-novaseq | Plate_2_F11_22NG7YLT3_S705_L008_R1_001	9.529833078349757	29.617054555089243
qc | fastqc-novaseq | Plate_2_F11_22NG7YLT3_S705_L008_R2_001	8.968085742856898	39.11227254467911
qc | fastqc-novaseq | Plate_2_F12_22NG7YLT3_S769_L008_R1_001	9.38365237018157	30.19142210894274
qc | fastqc-novaseq | Plate_2_F12_22NG7YLT3_S769_L008_R2_001	8.948732539845734	36.50529124565438
qc | fastqc-novaseq | Plate_2_F1_22NG7YLT3_S14_L008_R1_001	9.656489114508563	29.46527150828067
qc | fastqc-novaseq | Plate_2_F1_22NG7YLT3_S14_L008_R2_001	9.100596445010138	33.3405360605029
qc | fastqc-novaseq | Plate_2_F2_22NG7YLT3_S86_L008_R1_001	7.523939808481532	25.760576737472018
qc | fastqc-novaseq | Plate_2_F2_22NG7YLT3_S86_L008_R2_001	6.883167020553406	30.894312354703622
qc | fastqc-novaseq | Plate_2_F3_22NG7YLT3_S158_L008_R1_001	4.895040792006601	20.011000091667416
qc | fastqc-novaseq | Plate_2_F3_22NG7YLT3_S158_L008_R2_001	4.400036666972225	26.693555779631467
qc | fastqc-novaseq | Plate_2_F4_22NG7YLT3_S230_L008_R1_001	5.001625806678404	32.18364877888736
qc | fastqc-novaseq | Plate_2_F4_22NG7YLT3_S230_L008_R2_001	9.079910595279594	33.16147629105163
qc | fastqc-novaseq | Plate_2_F5_22NG7YLT3_S302_L008_R1_001	10.413148347164201	26.236495713373778
qc | fastqc-novaseq | Plate_2_F5_22NG7YLT3_S302_L008_R2_001	10.230128396777555	21.535751513045728
qc | fastqc-novaseq | Plate_2_F6_22NG7YLT3_S374_L008_R1_001	8.776205589818167	29.041578651267955
qc | fastqc-novaseq | Plate_2_F6_22NG7YLT3_S374_L008_R2_001	7.994310401562517	38.46168543738784
qc | fastqc-novaseq | Plate_2_F7_22NG7YLT3_S446_L008_R1_001	5.641681901279708	28.22760511882998
qc | fastqc-novaseq | Plate_2_F7_22NG7YLT3_S446_L008_R2_001	8.3327239488117	24.0036563071298
qc | fastqc-novaseq | Plate_2_F8_22NG7YLT3_S513_L008_R1_001	6.974262597948652	25.19324287018751
qc | fastqc-novaseq | Plate_2_F8_22NG7YLT3_S513_L008_R2_001	6.219341275402943	27.626298018729702
qc | fastqc-novaseq | Plate_2_F9_22NG7YLT3_S577_L008_R1_001	9.347863530019664	26.950955203743312
qc | fastqc-novaseq | Plate_2_F9_22NG7YLT3_S577_L008_R2_001	9.500366005942213	32.42884413888131
qc | fastqc-novaseq | Plate_2_G10_22NG7YLT3_S642_L008_R1_001	9.478753427940042	26.86672967863897
qc | fastqc-novaseq | Plate_2_G10_22NG7YLT3_S642_L008_R2_001	8.790170132325143	30.791887430442785
qc | fastqc-novaseq | Plate_2_G11_22NG7YLT3_S706_L008_R1_001	10.850358455112325	27.741194212057035
qc | fastqc-novaseq | Plate_2_G11_22NG7YLT3_S706_L008_R2_001	10.149725324045814	36.7306978803873
qc | fastqc-novaseq | Plate_2_G12_22NG7YLT3_S770_L008_R1_001	11.378538273771593	27.959718783624243
qc | fastqc-novaseq | Plate_2_G12_22NG7YLT3_S770_L008_R2_001	10.69813114377344	26.9203046162525
qc | fastqc-novaseq | Plate_2_G1_22NG7YLT3_S15_L008_R1_001	11.633430440588954	27.15885206827184
qc | fastqc-novaseq | Plate_2_G1_22NG7YLT3_S15_L008_R2_001	10.881459651653547	35.893433708802206
qc | fastqc-novaseq | Plate_2_G2_22NG7YLT3_S87_L008_R1_001	8.505864530493264	27.619528542245277
qc | fastqc-novaseq | Plate_2_G2_22NG7YLT3_S87_L008_R2_001	7.728326485642803	25.272568687309203
qc | fastqc-novaseq | Plate_2_G3_22NG7YLT3_S159_L008_R1_001	9.402306885704299	26.84784631656356
qc | fastqc-novaseq | Plate_2_G3_22NG7YLT3_S159_L008_R2_001	8.644693300408084	23.223194142453146
qc | fastqc-novaseq | Plate_2_G4_22NG7YLT3_S231_L008_R1_001	5.12196037382554	32.92763281357514
qc | fastqc-novaseq | Plate_2_G4_22NG7YLT3_S231_L008_R2_001	9.056845336146894	35.799717253775164
qc | fastqc-novaseq | Plate_2_G5_22NG7YLT3_S303_L008_R1_001	11.31589136170701	27.573276356544675
qc | fastqc-novaseq | Plate_2_G5_22NG7YLT3_S303_L008_R2_001	11.091832052311574	24.092649420672252
qc | fastqc-novaseq | Plate_2_G6_22NG7YLT3_S375_L008_R1_001	9.587117423484697	30.982396479295836
qc | fastqc-novaseq | Plate_2_G6_22NG7YLT3_S375_L008_R2_001	8.929785957191438	40.60312062412487
qc | fastqc-novaseq | Plate_2_G7_22NG7YLT3_S447_L008_R1_001	5.332353817685339	28.399947327932146
qc | fastqc-novaseq | Plate_2_G7_22NG7YLT3_S447_L008_R2_001	8.181496857002267	21.7632667770932
qc | fastqc-novaseq | Plate_2_G8_22NG7YLT3_S514_L008_R1_001	7.472812277670495	26.1662770606769
qc | fastqc-novaseq | Plate_2_G8_22NG7YLT3_S514_L008_R2_001	6.6864010570179895	24.656342107937792
qc | fastqc-novaseq | Plate_2_G9_22NG7YLT3_S578_L008_R1_001	10.346423279329306	26.212875308295523
qc | fastqc-novaseq | Plate_2_G9_22NG7YLT3_S578_L008_R2_001	10.60339777387229	26.885341131180077
qc | fastqc-novaseq | Plate_2_H10_22NG7YLT3_S643_L008_R1_001	9.879865298066246	28.672268756435
qc | fastqc-novaseq | Plate_2_H10_22NG7YLT3_S643_L008_R2_001	9.117108854089391	36.329731989910826
qc | fastqc-novaseq | Plate_2_H11_22NG7YLT3_S707_L008_R1_001	8.913736946375206	30.67069608139416
qc | fastqc-novaseq | Plate_2_H11_22NG7YLT3_S707_L008_R2_001	8.246734495147914	45.64574728853968
qc | fastqc-novaseq | Plate_2_H12_22NG7YLT3_S771_L008_R1_001	8.007308719663078	32.98018779804336
qc | fastqc-novaseq | Plate_2_H12_22NG7YLT3_S771_L008_R2_001	7.50569457417695	47.18122675056945
qc | fastqc-novaseq | Plate_2_H1_22NG7YLT3_S16_L008_R1_001	10.810870472643206	29.61866651682507
qc | fastqc-novaseq | Plate_2_H1_22NG7YLT3_S16_L008_R2_001	9.991491137939892	40.56419374518367
qc | fastqc-novaseq | Plate_2_H2_22NG7YLT3_S88_L008_R1_001	8.820716438673777	26.867416338202347
qc | fastqc-novaseq | Plate_2_H2_22NG7YLT3_S88_L008_R2_001	8.037232398176057	27.33306283329469
qc | fastqc-novaseq | Plate_2_H3_22NG7YLT3_S160_L008_R1_001	7.859800706357214	20.73347628657921
qc | fastqc-novaseq | Plate_2_H3_22NG7YLT3_S160_L008_R2_001	7.255402791792802	18.355301883619248
qc | fastqc-novaseq | Plate_2_H4_22NG7YLT3_S232_L008_R1_001	5.678752002922399	32.063639659385586
qc | fastqc-novaseq | Plate_2_H4_22NG7YLT3_S232_L008_R2_001	10.046022244546101	35.69698932051462
qc | fastqc-novaseq | Plate_2_H5_22NG7YLT3_S304_L008_R1_001	11.528973513667092	26.495352602407372
qc | fastqc-novaseq | Plate_2_H5_22NG7YLT3_S304_L008_R2_001	11.475306331374556	22.59162882153182
qc | fastqc-novaseq | Plate_2_H6_22NG7YLT3_S376_L008_R1_001	10.909853431383183	30.143459366436005
qc | fastqc-novaseq | Plate_2_H6_22NG7YLT3_S376_L008_R2_001	10.132179295284786	36.21047455837796
qc | fastqc-novaseq | Plate_2_H7_22NG7YLT3_S448_L008_R1_001	6.16977706468502	29.48403985813205
qc | fastqc-novaseq | Plate_2_H7_22NG7YLT3_S448_L008_R2_001	7.585289647019085	21.163021449079544
qc | fastqc-novaseq | Plate_2_H8_22NG7YLT3_S515_L008_R1_001	7.329258226195422	25.977459226449
qc | fastqc-novaseq | Plate_2_H8_22NG7YLT3_S515_L008_R2_001	6.4854628735439945	28.552545683101954
qc | fastqc-novaseq | Plate_2_H9_22NG7YLT3_S579_L008_R1_001	9.954689080239753	27.662516498774373
qc | fastqc-novaseq | Plate_2_H9_22NG7YLT3_S579_L008_R2_001	10.218955163330724	36.46871946655391
qc | fastqc-novaseq | Plate_3_A10_22NG7YLT3_S644_L008_R1_001	7.208821457669923	25.609688801462017
qc | fastqc-novaseq | Plate_3_A10_22NG7YLT3_S644_L008_R2_001	6.5849312000311615	31.484384890299847
qc | fastqc-novaseq | Plate_3_A11_22NG7YLT3_S708_L008_R1_001	6.125441940389895	31.80785715696536
qc | fastqc-novaseq | Plate_3_A11_22NG7YLT3_S708_L008_R2_001	5.601532718402496	37.88787058800291
qc | fastqc-novaseq | Plate_3_A12_22NG7YLT3_S772_L008_R1_001	7.623441632461804	25.744209203098023
qc | fastqc-novaseq | Plate_3_A12_22NG7YLT3_S772_L008_R2_001	7.109129657080294	29.488346316913486
qc | fastqc-novaseq | Plate_3_A1_22NG7YLT3_S17_L008_R1_001	6.339762120217868	26.80308627685808
qc | fastqc-novaseq | Plate_3_A1_22NG7YLT3_S17_L008_R2_001	5.873912619260342	35.13653121000342
qc | fastqc-novaseq | Plate_3_A2_22NG7YLT3_S89_L008_R1_001	7.48074089779764	19.577142422216063
qc | fastqc-novaseq | Plate_3_A2_22NG7YLT3_S89_L008_R2_001	6.696785347316229	24.45104083418959
qc | fastqc-novaseq | Plate_3_A3_22NG7YLT3_S161_L008_R1_001	7.627642907834657	25.523761063724386
qc | fastqc-novaseq | Plate_3_A3_22NG7YLT3_S161_L008_R2_001	6.953843681793227	30.14340997040745
qc | fastqc-novaseq | Plate_3_A4_22NG7YLT3_S233_L008_R1_001	3.9492312251012414	28.44220195568433
qc | fastqc-novaseq | Plate_3_A4_22NG7YLT3_S233_L008_R2_001	7.212820597240971	30.74962411791175
qc | fastqc-novaseq | Plate_3_A5_22NG7YLT3_S305_L008_R1_001	6.625244247016321	21.74536457820824
qc | fastqc-novaseq | Plate_3_A5_22NG7YLT3_S305_L008_R2_001	6.503226169222767	20.67953385720512
qc | fastqc-novaseq | Plate_3_A6_22NG7YLT3_S377_L008_R1_001	7.269361198838037	22.752241996307458
qc | fastqc-novaseq | Plate_3_A6_22NG7YLT3_S377_L008_R2_001	6.582009831606513	30.1702676212932
qc | fastqc-novaseq | Plate_3_A7_22NG7YLT3_S449_L008_R1_001	4.374852280784684	20.14338611833294
qc | fastqc-novaseq | Plate_3_A7_22NG7YLT3_S449_L008_R2_001	6.978649649413063	21.97825573150555
qc | fastqc-novaseq | Plate_3_A8_22NG7YLT3_S516_L008_R1_001	5.391786344167296	25.649325752845428
qc | fastqc-novaseq | Plate_3_A8_22NG7YLT3_S516_L008_R2_001	4.661123708742757	30.900347256454886
qc | fastqc-novaseq | Plate_3_A9_22NG7YLT3_S580_L008_R1_001	6.656561075171277	30.198013893198983
qc | fastqc-novaseq | Plate_3_A9_22NG7YLT3_S580_L008_R2_001	6.766071471199064	34.61632570241817
