Sample	Unique Reads	Duplicate Reads
qc | fastqc-novaseq | Plate_7_F5_22NG7YLT3_S342_L008_R2_001	210290.0	349620.0
qc | fastqc-novaseq | Plate_7_F6_22NG7YLT3_S414_L008_R1_001	4088.0	2639.0
qc | fastqc-novaseq | Plate_7_F6_22NG7YLT3_S414_L008_R2_001	3988.0	2739.0
qc | fastqc-novaseq | Plate_7_F7_22NG7YLT3_S486_L008_R1_001	174328.0	288200.0
qc | fastqc-novaseq | Plate_7_F7_22NG7YLT3_S486_L008_R2_001	177824.0	284704.0
qc | fastqc-novaseq | Plate_7_F8_22NG7YLT3_S553_L008_R1_001	165707.0	275886.0
qc | fastqc-novaseq | Plate_7_F8_22NG7YLT3_S553_L008_R2_001	165761.0	275832.0
qc | fastqc-novaseq | Plate_7_F9_22NG7YLT3_S617_L008_R1_001	219694.0	353837.0
qc | fastqc-novaseq | Plate_7_F9_22NG7YLT3_S617_L008_R2_001	224664.0	348867.0
qc | fastqc-novaseq | Plate_7_G10_22NG7YLT3_S682_L008_R1_001	188465.0	333248.0
qc | fastqc-novaseq | Plate_7_G10_22NG7YLT3_S682_L008_R2_001	206995.0	314718.0
qc | fastqc-novaseq | Plate_7_G11_22NG7YLT3_S746_L008_R1_001	130532.0	752929.0
qc | fastqc-novaseq | Plate_7_G11_22NG7YLT3_S746_L008_R2_001	157145.0	726316.0
qc | fastqc-novaseq | Plate_7_G12_22NG7YLT3_S802_L008_R1_001	92191.0	213890.0
qc | fastqc-novaseq | Plate_7_G12_22NG7YLT3_S802_L008_R2_001	101495.0	204586.0
qc | fastqc-novaseq | Plate_7_G1_22NG7YLT3_S55_L008_R1_001	102266.0	424959.0
qc | fastqc-novaseq | Plate_7_G1_22NG7YLT3_S55_L008_R2_001	123961.0	403264.0
qc | fastqc-novaseq | Plate_7_G2_22NG7YLT3_S127_L008_R1_001	74895.0	110746.0
qc | fastqc-novaseq | Plate_7_G2_22NG7YLT3_S127_L008_R2_001	66719.0	118922.0
qc | fastqc-novaseq | Plate_7_G3_22NG7YLT3_S199_L008_R1_001	3930.0	2878.0
qc | fastqc-novaseq | Plate_7_G3_22NG7YLT3_S199_L008_R2_001	3927.0	2881.0
qc | fastqc-novaseq | Plate_7_G4_22NG7YLT3_S271_L008_R1_001	79660.0	84415.0
qc | fastqc-novaseq | Plate_7_G4_22NG7YLT3_S271_L008_R2_001	83608.0	80467.0
qc | fastqc-novaseq | Plate_7_G5_22NG7YLT3_S343_L008_R1_001	251432.0	300377.0
qc | fastqc-novaseq | Plate_7_G5_22NG7YLT3_S343_L008_R2_001	260637.0	291172.0
qc | fastqc-novaseq | Plate_7_G6_22NG7YLT3_S415_L008_R1_001	203560.0	352582.0
qc | fastqc-novaseq | Plate_7_G6_22NG7YLT3_S415_L008_R2_001	213502.0	342640.0
qc | fastqc-novaseq | Plate_7_G7_22NG7YLT3_S487_L008_R1_001	150820.0	337943.0
qc | fastqc-novaseq | Plate_7_G7_22NG7YLT3_S487_L008_R2_001	160715.0	328048.0
qc | fastqc-novaseq | Plate_7_G8_22NG7YLT3_S554_L008_R1_001	171773.0	320808.0
qc | fastqc-novaseq | Plate_7_G8_22NG7YLT3_S554_L008_R2_001	169948.0	322633.0
qc | fastqc-novaseq | Plate_7_G9_22NG7YLT3_S618_L008_R1_001	156509.0	296352.0
qc | fastqc-novaseq | Plate_7_G9_22NG7YLT3_S618_L008_R2_001	166056.0	286805.0
qc | fastqc-novaseq | Plate_7_H10_22NG7YLT3_S683_L008_R1_001	168758.0	397799.0
qc | fastqc-novaseq | Plate_7_H10_22NG7YLT3_S683_L008_R2_001	151115.0	415442.0
qc | fastqc-novaseq | Plate_7_H11_22NG7YLT3_S747_L008_R1_001	100520.0	523801.0
qc | fastqc-novaseq | Plate_7_H11_22NG7YLT3_S747_L008_R2_001	112191.0	512130.0
qc | fastqc-novaseq | Plate_7_H12_22NG7YLT3_S803_L008_R1_001	102502.0	158049.0
qc | fastqc-novaseq | Plate_7_H12_22NG7YLT3_S803_L008_R2_001	103580.0	156971.0
qc | fastqc-novaseq | Plate_7_H1_22NG7YLT3_S56_L008_R1_001	94412.0	269630.0
qc | fastqc-novaseq | Plate_7_H1_22NG7YLT3_S56_L008_R2_001	99473.0	264569.0
qc | fastqc-novaseq | Plate_7_H2_22NG7YLT3_S128_L008_R1_001	100245.0	244419.0
qc | fastqc-novaseq | Plate_7_H2_22NG7YLT3_S128_L008_R2_001	103705.0	240959.0
qc | fastqc-novaseq | Plate_7_H3_22NG7YLT3_S200_L008_R1_001	100249.0	230974.0
qc | fastqc-novaseq | Plate_7_H3_22NG7YLT3_S200_L008_R2_001	101571.0	229652.0
qc | fastqc-novaseq | Plate_7_H4_22NG7YLT3_S272_L008_R1_001	42498.0	54998.0
qc | fastqc-novaseq | Plate_7_H4_22NG7YLT3_S272_L008_R2_001	46955.0	50541.0
qc | fastqc-novaseq | Plate_7_H5_22NG7YLT3_S344_L008_R1_001	124592.0	245413.0
qc | fastqc-novaseq | Plate_7_H5_22NG7YLT3_S344_L008_R2_001	127037.0	242968.0
qc | fastqc-novaseq | Plate_7_H6_22NG7YLT3_S416_L008_R1_001	147783.0	380841.0
qc | fastqc-novaseq | Plate_7_H6_22NG7YLT3_S416_L008_R2_001	142457.0	386167.0
qc | fastqc-novaseq | Plate_7_H7_22NG7YLT3_S488_L008_R1_001	179169.0	345086.0
qc | fastqc-novaseq | Plate_7_H7_22NG7YLT3_S488_L008_R2_001	202186.0	322069.0
qc | fastqc-novaseq | Plate_7_H8_22NG7YLT3_S555_L008_R1_001	146427.0	333845.0
qc | fastqc-novaseq | Plate_7_H8_22NG7YLT3_S555_L008_R2_001	144939.0	335333.0
qc | fastqc-novaseq | Plate_7_H9_22NG7YLT3_S619_L008_R1_001	183703.0	447296.0
qc | fastqc-novaseq | Plate_7_H9_22NG7YLT3_S619_L008_R2_001	171475.0	459524.0
qc | fastqc-novaseq | Plate_8_A10_22NG7YLT3_S684_L008_R1_001	164498.0	333477.0
qc | fastqc-novaseq | Plate_8_A10_22NG7YLT3_S684_L008_R2_001	171125.0	326850.0
qc | fastqc-novaseq | Plate_8_A11_22NG7YLT3_S748_L008_R1_001	147165.0	343640.0
qc | fastqc-novaseq | Plate_8_A11_22NG7YLT3_S748_L008_R2_001	151702.0	339103.0
qc | fastqc-novaseq | Plate_8_A12_22NG7YLT3_S804_L008_R1_001	42011.0	131357.0
qc | fastqc-novaseq | Plate_8_A12_22NG7YLT3_S804_L008_R2_001	44037.0	129331.0
qc | fastqc-novaseq | Plate_8_A1_22NG7YLT3_S57_L008_R1_001	71719.0	241391.0
qc | fastqc-novaseq | Plate_8_A1_22NG7YLT3_S57_L008_R2_001	75820.0	237290.0
qc | fastqc-novaseq | Plate_8_A2_22NG7YLT3_S129_L008_R1_001	67681.0	229222.0
qc | fastqc-novaseq | Plate_8_A2_22NG7YLT3_S129_L008_R2_001	72302.0	224601.0
qc | fastqc-novaseq | Plate_8_A3_22NG7YLT3_S201_L008_R1_001	78523.0	287581.0
qc | fastqc-novaseq | Plate_8_A3_22NG7YLT3_S201_L008_R2_001	85616.0	280488.0
qc | fastqc-novaseq | Plate_8_A4_22NG7YLT3_S273_L008_R1_001	34114.0	73057.0
qc | fastqc-novaseq | Plate_8_A4_22NG7YLT3_S273_L008_R2_001	36782.0	70389.0
qc | fastqc-novaseq | Plate_8_A5_22NG7YLT3_S345_L008_R1_001	93771.0	342515.0
qc | fastqc-novaseq | Plate_8_A5_22NG7YLT3_S345_L008_R2_001	100200.0	336086.0
qc | fastqc-novaseq | Plate_8_A6_22NG7YLT3_S417_L008_R1_001	68468.0	316302.0
qc | fastqc-novaseq | Plate_8_A6_22NG7YLT3_S417_L008_R2_001	76589.0	308181.0
qc | fastqc-novaseq | Plate_8_A7_22NG7YLT3_S489_L008_R1_001	239482.0	559224.0
qc | fastqc-novaseq | Plate_8_A7_22NG7YLT3_S489_L008_R2_001	285269.0	513437.0
qc | fastqc-novaseq | Plate_8_A8_22NG7YLT3_S556_L008_R1_001	247715.0	453344.0
qc | fastqc-novaseq | Plate_8_A8_22NG7YLT3_S556_L008_R2_001	274662.0	426397.0
qc | fastqc-novaseq | Plate_8_A9_22NG7YLT3_S620_L008_R1_001	323201.0	481057.0
qc | fastqc-novaseq | Plate_8_A9_22NG7YLT3_S620_L008_R2_001	352351.0	451907.0
qc | fastqc-novaseq | Plate_8_B10_22NG7YLT3_S685_L008_R1_001	188472.0	285746.0
qc | fastqc-novaseq | Plate_8_B10_22NG7YLT3_S685_L008_R2_001	172992.0	301226.0
qc | fastqc-novaseq | Plate_8_B11_22NG7YLT3_S749_L008_R1_001	165366.0	290418.0
qc | fastqc-novaseq | Plate_8_B11_22NG7YLT3_S749_L008_R2_001	146254.0	309530.0
qc | fastqc-novaseq | Plate_8_B12_22NG7YLT3_S805_L008_R1_001	45981.0	111431.0
qc | fastqc-novaseq | Plate_8_B12_22NG7YLT3_S805_L008_R2_001	44441.0	112971.0
qc | fastqc-novaseq | Plate_8_B1_22NG7YLT3_S58_L008_R1_001	94131.0	218262.0
qc | fastqc-novaseq | Plate_8_B1_22NG7YLT3_S58_L008_R2_001	86581.0	225812.0
qc | fastqc-novaseq | Plate_8_B2_22NG7YLT3_S130_L008_R1_001	49501.0	160270.0
qc | fastqc-novaseq | Plate_8_B2_22NG7YLT3_S130_L008_R2_001	49861.0	159910.0
qc | fastqc-novaseq | Plate_8_B3_22NG7YLT3_S202_L008_R1_001	71595.0	212262.0
qc | fastqc-novaseq | Plate_8_B3_22NG7YLT3_S202_L008_R2_001	69659.0	214198.0
qc | fastqc-novaseq | Plate_8_B4_22NG7YLT3_S274_L008_R1_001	1924.0	928.0
qc | fastqc-novaseq | Plate_8_B4_22NG7YLT3_S274_L008_R2_001	1904.0	948.0
qc | fastqc-novaseq | Plate_8_B5_22NG7YLT3_S346_L008_R1_001	30805.0	54772.0
qc | fastqc-novaseq | Plate_8_B5_22NG7YLT3_S346_L008_R2_001	29666.0	55911.0
qc | fastqc-novaseq | Plate_8_B6_22NG7YLT3_S418_L008_R1_001	91589.0	237384.0
qc | fastqc-novaseq | Plate_8_B6_22NG7YLT3_S418_L008_R2_001	77596.0	251377.0
qc | fastqc-novaseq | Plate_8_B7_22NG7YLT3_S490_L008_R1_001	530717.0	1215286.0
qc | fastqc-novaseq | Plate_8_B7_22NG7YLT3_S490_L008_R2_001	389848.0	1356155.0
qc | fastqc-novaseq | Plate_8_B8_22NG7YLT3_S557_L008_R1_001	247137.0	460599.0
qc | fastqc-novaseq | Plate_8_B8_22NG7YLT3_S557_L008_R2_001	185434.0	522302.0
qc | fastqc-novaseq | Plate_8_B9_22NG7YLT3_S621_L008_R1_001	358371.0	536374.0
qc | fastqc-novaseq | Plate_8_B9_22NG7YLT3_S621_L008_R2_001	345933.0	548812.0
qc | fastqc-novaseq | Plate_8_C10_22NG7YLT3_S686_L008_R1_001	322174.0	659053.0
qc | fastqc-novaseq | Plate_8_C10_22NG7YLT3_S686_L008_R2_001	296470.0	684757.0
qc | fastqc-novaseq | Plate_8_C11_22NG7YLT3_S750_L008_R1_001	348340.0	528173.0
qc | fastqc-novaseq | Plate_8_C11_22NG7YLT3_S750_L008_R2_001	358207.0	518306.0
qc | fastqc-novaseq | Plate_8_C12_22NG7YLT3_S806_L008_R1_001	5200.0	2680.0
qc | fastqc-novaseq | Plate_8_C12_22NG7YLT3_S806_L008_R2_001	5140.0	2740.0
qc | fastqc-novaseq | Plate_8_C1_22NG7YLT3_S59_L008_R1_001	58222.0	257059.0
qc | fastqc-novaseq | Plate_8_C1_22NG7YLT3_S59_L008_R2_001	61398.0	253883.0
qc | fastqc-novaseq | Plate_8_C2_22NG7YLT3_S131_L008_R1_001	103821.0	333288.0
qc | fastqc-novaseq | Plate_8_C2_22NG7YLT3_S131_L008_R2_001	103346.0	333763.0
qc | fastqc-novaseq | Plate_8_C3_22NG7YLT3_S203_L008_R1_001	114950.0	416246.0
qc | fastqc-novaseq | Plate_8_C3_22NG7YLT3_S203_L008_R2_001	115796.0	415400.0
qc | fastqc-novaseq | Plate_8_C4_22NG7YLT3_S275_L008_R1_001	56085.0	111455.0
qc | fastqc-novaseq | Plate_8_C4_22NG7YLT3_S275_L008_R2_001	57516.0	110024.0
qc | fastqc-novaseq | Plate_8_C5_22NG7YLT3_S347_L008_R1_001	103492.0	365758.0
qc | fastqc-novaseq | Plate_8_C5_22NG7YLT3_S347_L008_R2_001	103228.0	366022.0
qc | fastqc-novaseq | Plate_8_C6_22NG7YLT3_S419_L008_R1_001	132228.0	343184.0
qc | fastqc-novaseq | Plate_8_C6_22NG7YLT3_S419_L008_R2_001	129639.0	345773.0
qc | fastqc-novaseq | Plate_8_C7_22NG7YLT3_S491_L008_R1_001	387423.0	728156.0
qc | fastqc-novaseq | Plate_8_C7_22NG7YLT3_S491_L008_R2_001	378816.0	736763.0
qc | fastqc-novaseq | Plate_8_C8_22NG7YLT3_S558_L008_R1_001	329087.0	627569.0
qc | fastqc-novaseq | Plate_8_C8_22NG7YLT3_S558_L008_R2_001	302503.0	654153.0
qc | fastqc-novaseq | Plate_8_C9_22NG7YLT3_S622_L008_R1_001	368706.0	504923.0
qc | fastqc-novaseq | Plate_8_C9_22NG7YLT3_S622_L008_R2_001	378415.0	495214.0
qc | fastqc-novaseq | Plate_8_D10_22NG7YLT3_S687_L008_R1_001	244421.0	313626.0
qc | fastqc-novaseq | Plate_8_D10_22NG7YLT3_S687_L008_R2_001	233740.0	324307.0
qc | fastqc-novaseq | Plate_8_D11_22NG7YLT3_S751_L008_R1_001	265735.0	633320.0
qc | fastqc-novaseq | Plate_8_D11_22NG7YLT3_S751_L008_R2_001	247218.0	651837.0
qc | fastqc-novaseq | Plate_8_D12_22NG7YLT3_S807_L008_R1_001	3268.0	1600.0
qc | fastqc-novaseq | Plate_8_D12_22NG7YLT3_S807_L008_R2_001	3302.0	1566.0
qc | fastqc-novaseq | Plate_8_D1_22NG7YLT3_S60_L008_R1_001	57105.0	218939.0
qc | fastqc-novaseq | Plate_8_D1_22NG7YLT3_S60_L008_R2_001	61895.0	214149.0
qc | fastqc-novaseq | Plate_8_D2_22NG7YLT3_S132_L008_R1_001	68928.0	210394.0
qc | fastqc-novaseq | Plate_8_D2_22NG7YLT3_S132_L008_R2_001	72199.0	207123.0
qc | fastqc-novaseq | Plate_8_D3_22NG7YLT3_S204_L008_R1_001	88716.0	277130.0
qc | fastqc-novaseq | Plate_8_D3_22NG7YLT3_S204_L008_R2_001	93907.0	271939.0
qc | fastqc-novaseq | Plate_8_D4_22NG7YLT3_S276_L008_R1_001	45756.0	74891.0
qc | fastqc-novaseq | Plate_8_D4_22NG7YLT3_S276_L008_R2_001	48392.0	72255.0
qc | fastqc-novaseq | Plate_8_D5_22NG7YLT3_S348_L008_R1_001	86017.0	268181.0
qc | fastqc-novaseq | Plate_8_D5_22NG7YLT3_S348_L008_R2_001	90484.0	263714.0
qc | fastqc-novaseq | Plate_8_D6_22NG7YLT3_S420_L008_R1_001	84310.0	289466.0
qc | fastqc-novaseq | Plate_8_D6_22NG7YLT3_S420_L008_R2_001	88795.0	284981.0
qc | fastqc-novaseq | Plate_8_D7_22NG7YLT3_S492_L008_R1_001	328418.0	681653.0
qc | fastqc-novaseq | Plate_8_D7_22NG7YLT3_S492_L008_R2_001	294141.0	715930.0
qc | fastqc-novaseq | Plate_8_D8_22NG7YLT3_S559_L008_R1_001	357312.0	824625.0
qc | fastqc-novaseq | Plate_8_D8_22NG7YLT3_S559_L008_R2_001	333508.0	848429.0
qc | fastqc-novaseq | Plate_8_D9_22NG7YLT3_S623_L008_R1_001	321202.0	421515.0
qc | fastqc-novaseq | Plate_8_D9_22NG7YLT3_S623_L008_R2_001	314738.0	427979.0
qc | fastqc-novaseq | Plate_8_E10_22NG7YLT3_S688_L008_R1_001	262361.0	175533.0
qc | fastqc-novaseq | Plate_8_E10_22NG7YLT3_S688_L008_R2_001	255664.0	182230.0
qc | fastqc-novaseq | Plate_8_E11_22NG7YLT3_S752_L008_R1_001	151406.0	206397.0
qc | fastqc-novaseq | Plate_8_E11_22NG7YLT3_S752_L008_R2_001	138611.0	219192.0
qc | fastqc-novaseq | Plate_8_E1_22NG7YLT3_S61_L008_R1_001	65974.0	256943.0
qc | fastqc-novaseq | Plate_8_E1_22NG7YLT3_S61_L008_R2_001	66784.0	256133.0
qc | fastqc-novaseq | Plate_8_E2_22NG7YLT3_S133_L008_R1_001	45521.0	202947.0
qc | fastqc-novaseq | Plate_8_E2_22NG7YLT3_S133_L008_R2_001	47814.0	200654.0
qc | fastqc-novaseq | Plate_8_E3_22NG7YLT3_S205_L008_R1_001	55953.0	233525.0
qc | fastqc-novaseq | Plate_8_E3_22NG7YLT3_S205_L008_R2_001	58352.0	231126.0
qc | fastqc-novaseq | Plate_8_E4_22NG7YLT3_S277_L008_R1_001	28133.0	72545.0
qc | fastqc-novaseq | Plate_8_E4_22NG7YLT3_S277_L008_R2_001	27955.0	72723.0
qc | fastqc-novaseq | Plate_8_E5_22NG7YLT3_S349_L008_R1_001	69847.0	208698.0
qc | fastqc-novaseq | Plate_8_E5_22NG7YLT3_S349_L008_R2_001	66835.0	211710.0
qc | fastqc-novaseq | Plate_8_E6_22NG7YLT3_S421_L008_R1_001	63378.0	203151.0
qc | fastqc-novaseq | Plate_8_E6_22NG7YLT3_S421_L008_R2_001	60770.0	205759.0
qc | fastqc-novaseq | Plate_8_E7_22NG7YLT3_S493_L008_R1_001	285618.0	563018.0
qc | fastqc-novaseq | Plate_8_E7_22NG7YLT3_S493_L008_R2_001	252850.0	595786.0
qc | fastqc-novaseq | Plate_8_E8_22NG7YLT3_S560_L008_R1_001	588870.0	493215.0
qc | fastqc-novaseq | Plate_8_E8_22NG7YLT3_S560_L008_R2_001	589197.0	492888.0
qc | fastqc-novaseq | Plate_8_E9_22NG7YLT3_S624_L008_R1_001	250297.0	328338.0
qc | fastqc-novaseq | Plate_8_E9_22NG7YLT3_S624_L008_R2_001	228975.0	349660.0
qc | fastqc-novaseq | Plate_8_F10_22NG7YLT3_S689_L008_R1_001	11942.0	7997.0
qc | fastqc-novaseq | Plate_8_F10_22NG7YLT3_S689_L008_R2_001	11541.0	8398.0
qc | fastqc-novaseq | Plate_8_F11_22NG7YLT3_S753_L008_R1_001	255203.0	533674.0
qc | fastqc-novaseq | Plate_8_F11_22NG7YLT3_S753_L008_R2_001	243034.0	545843.0
qc | fastqc-novaseq | Plate_8_F1_22NG7YLT3_S62_L008_R1_001	68227.0	278013.0
qc | fastqc-novaseq | Plate_8_F1_22NG7YLT3_S62_L008_R2_001	74096.0	272144.0
qc | fastqc-novaseq | Plate_8_F2_22NG7YLT3_S134_L008_R1_001	72385.0	191612.0
qc | fastqc-novaseq | Plate_8_F2_22NG7YLT3_S134_L008_R2_001	73314.0	190683.0
qc | fastqc-novaseq | Plate_8_F3_22NG7YLT3_S206_L008_R1_001	95028.0	319195.0
qc | fastqc-novaseq | Plate_8_F3_22NG7YLT3_S206_L008_R2_001	99841.0	314382.0
qc | fastqc-novaseq | Plate_8_F4_22NG7YLT3_S278_L008_R1_001	32597.0	63135.0
qc | fastqc-novaseq | Plate_8_F4_22NG7YLT3_S278_L008_R2_001	34592.0	61140.0
qc | fastqc-novaseq | Plate_8_F5_22NG7YLT3_S350_L008_R1_001	84075.0	292853.0
qc | fastqc-novaseq | Plate_8_F5_22NG7YLT3_S350_L008_R2_001	87127.0	289801.0
qc | fastqc-novaseq | Plate_8_F6_22NG7YLT3_S422_L008_R1_001	87290.0	297238.0
qc | fastqc-novaseq | Plate_8_F6_22NG7YLT3_S422_L008_R2_001	91636.0	292892.0
qc | fastqc-novaseq | Plate_8_F7_22NG7YLT3_S494_L008_R1_001	279395.0	630731.0
qc | fastqc-novaseq | Plate_8_F7_22NG7YLT3_S494_L008_R2_001	271010.0	639116.0
qc | fastqc-novaseq | Plate_8_F8_22NG7YLT3_S561_L008_R1_001	333204.0	646559.0
qc | fastqc-novaseq | Plate_8_F8_22NG7YLT3_S561_L008_R2_001	312342.0	667421.0
qc | fastqc-novaseq | Plate_8_F9_22NG7YLT3_S625_L008_R1_001	311687.0	631013.0
qc | fastqc-novaseq | Plate_8_F9_22NG7YLT3_S625_L008_R2_001	285112.0	657588.0
qc | fastqc-novaseq | Plate_8_G10_22NG7YLT3_S690_L008_R1_001	225705.0	363061.0
qc | fastqc-novaseq | Plate_8_G10_22NG7YLT3_S690_L008_R2_001	232800.0	355966.0
qc | fastqc-novaseq | Plate_8_G11_22NG7YLT3_S754_L008_R1_001	179005.0	271268.0
qc | fastqc-novaseq | Plate_8_G11_22NG7YLT3_S754_L008_R2_001	177109.0	273164.0
qc | fastqc-novaseq | Plate_8_G1_22NG7YLT3_S63_L008_R1_001	51860.0	232897.0
qc | fastqc-novaseq | Plate_8_G1_22NG7YLT3_S63_L008_R2_001	57273.0	227484.0
qc | fastqc-novaseq | Plate_8_G2_22NG7YLT3_S135_L008_R1_001	63811.0	214055.0
qc | fastqc-novaseq | Plate_8_G2_22NG7YLT3_S135_L008_R2_001	68770.0	209096.0
qc | fastqc-novaseq | Plate_8_G3_22NG7YLT3_S207_L008_R1_001	102228.0	320596.0
qc | fastqc-novaseq | Plate_8_G3_22NG7YLT3_S207_L008_R2_001	102598.0	320226.0
qc | fastqc-novaseq | Plate_8_G4_22NG7YLT3_S279_L008_R1_001	20529.0	48045.0
qc | fastqc-novaseq | Plate_8_G4_22NG7YLT3_S279_L008_R2_001	22757.0	45817.0
qc | fastqc-novaseq | Plate_8_G5_22NG7YLT3_S351_L008_R1_001	54749.0	230782.0
qc | fastqc-novaseq | Plate_8_G5_22NG7YLT3_S351_L008_R2_001	60317.0	225214.0
qc | fastqc-novaseq | Plate_8_G6_22NG7YLT3_S423_L008_R1_001	77309.0	248720.0
qc | fastqc-novaseq | Plate_8_G6_22NG7YLT3_S423_L008_R2_001	80767.0	245262.0
qc | fastqc-novaseq | Plate_8_G7_22NG7YLT3_S495_L008_R1_001	353903.0	616084.0
qc | fastqc-novaseq | Plate_8_G7_22NG7YLT3_S495_L008_R2_001	363491.0	606496.0
qc | fastqc-novaseq | Plate_8_G8_22NG7YLT3_S562_L008_R1_001	200015.0	355865.0
qc | fastqc-novaseq | Plate_8_G8_22NG7YLT3_S562_L008_R2_001	202244.0	353636.0
qc | fastqc-novaseq | Plate_8_G9_22NG7YLT3_S626_L008_R1_001	14221.0	9927.0
qc | fastqc-novaseq | Plate_8_G9_22NG7YLT3_S626_L008_R2_001	13618.0	10530.0
qc | fastqc-novaseq | Plate_8_H10_22NG7YLT3_S691_L008_R1_001	147026.0	206986.0
qc | fastqc-novaseq | Plate_8_H10_22NG7YLT3_S691_L008_R2_001	133643.0	220369.0
qc | fastqc-novaseq | Plate_8_H11_22NG7YLT3_S755_L008_R1_001	107329.0	202623.0
qc | fastqc-novaseq | Plate_8_H11_22NG7YLT3_S755_L008_R2_001	103584.0	206368.0
qc | fastqc-novaseq | Plate_8_H1_22NG7YLT3_S64_L008_R1_001	41662.0	165098.0
qc | fastqc-novaseq | Plate_8_H1_22NG7YLT3_S64_L008_R2_001	45002.0	161758.0
qc | fastqc-novaseq | Plate_8_H2_22NG7YLT3_S136_L008_R1_001	41566.0	119733.0
qc | fastqc-novaseq | Plate_8_H2_22NG7YLT3_S136_L008_R2_001	42977.0	118322.0
qc | fastqc-novaseq | Plate_8_H3_22NG7YLT3_S208_L008_R1_001	40552.0	147241.0
qc | fastqc-novaseq | Plate_8_H3_22NG7YLT3_S208_L008_R2_001	45294.0	142499.0
qc | fastqc-novaseq | Plate_8_H4_22NG7YLT3_S280_L008_R1_001	14922.0	41916.0
qc | fastqc-novaseq | Plate_8_H4_22NG7YLT3_S280_L008_R2_001	17011.0	39827.0
qc | fastqc-novaseq | Plate_8_H5_22NG7YLT3_S352_L008_R1_001	54195.0	158280.0
qc | fastqc-novaseq | Plate_8_H5_22NG7YLT3_S352_L008_R2_001	57617.0	154858.0
qc | fastqc-novaseq | Plate_8_H6_22NG7YLT3_S424_L008_R1_001	45910.0	159728.0
qc | fastqc-novaseq | Plate_8_H6_22NG7YLT3_S424_L008_R2_001	48018.0	157620.0
qc | fastqc-novaseq | Plate_8_H7_22NG7YLT3_S496_L008_R1_001	130098.0	216844.0
qc | fastqc-novaseq | Plate_8_H7_22NG7YLT3_S496_L008_R2_001	142607.0	204335.0
qc | fastqc-novaseq | Plate_8_H8_22NG7YLT3_S563_L008_R1_001	190024.0	346784.0
qc | fastqc-novaseq | Plate_8_H8_22NG7YLT3_S563_L008_R2_001	185194.0	351614.0
qc | fastqc-novaseq | Plate_8_H9_22NG7YLT3_S627_L008_R1_001	157538.0	316467.0
qc | fastqc-novaseq | Plate_8_H9_22NG7YLT3_S627_L008_R2_001	143103.0	330902.0
qc | fastqc-novaseq | Plate_9_A1_22NG7YLT3_S65_L008_R1_001	198818.0	648792.0
qc | fastqc-novaseq | Plate_9_A1_22NG7YLT3_S65_L008_R2_001	230408.0	617202.0
qc | fastqc-novaseq | Plate_9_A2_22NG7YLT3_S137_L008_R1_001	260457.0	472143.0
qc | fastqc-novaseq | Plate_9_A2_22NG7YLT3_S137_L008_R2_001	296737.0	435863.0
qc | fastqc-novaseq | Plate_9_A3_22NG7YLT3_S209_L008_R1_001	170270.0	602397.0
qc | fastqc-novaseq | Plate_9_A3_22NG7YLT3_S209_L008_R2_001	213998.0	558669.0
qc | fastqc-novaseq | Plate_9_A4_22NG7YLT3_S281_L008_R1_001	233430.0	746611.0
qc | fastqc-novaseq | Plate_9_A4_22NG7YLT3_S281_L008_R2_001	267134.0	712907.0
qc | fastqc-novaseq | Plate_9_A5_22NG7YLT3_S353_L008_R1_001	421237.0	466239.0
qc | fastqc-novaseq | Plate_9_A5_22NG7YLT3_S353_L008_R2_001	473129.0	414347.0
qc | fastqc-novaseq | Plate_9_A6_22NG7YLT3_S425_L008_R1_001	280191.0	393423.0
qc | fastqc-novaseq | Plate_9_A6_22NG7YLT3_S425_L008_R2_001	313421.0	360193.0
qc | fastqc-novaseq | Plate_9_A7_22NG7YLT3_S497_L008_R1_001	156810.0	306740.0
qc | fastqc-novaseq | Plate_9_A7_22NG7YLT3_S497_L008_R2_001	187411.0	276139.0
qc | fastqc-novaseq | Plate_9_B1_22NG7YLT3_S66_L008_R1_001	216831.0	769786.0
qc | fastqc-novaseq | Plate_9_B1_22NG7YLT3_S66_L008_R2_001	218369.0	768248.0
qc | fastqc-novaseq | Plate_9_B2_22NG7YLT3_S138_L008_R1_001	339320.0	954219.0
qc | fastqc-novaseq | Plate_9_B2_22NG7YLT3_S138_L008_R2_001	349206.0	944333.0
qc | fastqc-novaseq | Plate_9_B3_22NG7YLT3_S210_L008_R1_001	217015.0	767730.0
qc | fastqc-novaseq | Plate_9_B3_22NG7YLT3_S210_L008_R2_001	247903.0	736842.0
qc | fastqc-novaseq | Plate_9_B4_22NG7YLT3_S282_L008_R1_001	389712.0	564475.0
qc | fastqc-novaseq | Plate_9_B4_22NG7YLT3_S282_L008_R2_001	395919.0	558268.0
qc | fastqc-novaseq | Plate_9_B5_22NG7YLT3_S354_L008_R1_001	297144.0	671933.0
qc | fastqc-novaseq | Plate_9_B5_22NG7YLT3_S354_L008_R2_001	325866.0	643211.0
qc | fastqc-novaseq | Plate_9_B6_22NG7YLT3_S426_L008_R1_001	186434.0	236570.0
qc | fastqc-novaseq | Plate_9_B6_22NG7YLT3_S426_L008_R2_001	196285.0	226719.0
qc | fastqc-novaseq | Plate_9_B7_22NG7YLT3_S498_L008_R1_001	319142.0	608149.0
